Language;Original;Gloss;Translation;Type;Remarks;Source;Citekey;Page;Exno;AddSourceInfo;Predicate;SbjPrs;SbjNbr;SbjGen;SbjCase;RPrs;RNbr;RGen;RCase;TPrs;TNbr;TGen;TCase
Oaxaca Chontal (Lowland);jɑ’ñi porke joolɑ iyɑng ɑy-ɑg-olwɑ’ ;NEG because if 1P.AGT give-SJNCT-2P.PAT;No, because if we should give it to you, ;NCSA;O’Connor (2007: 32, 41–43, 207);O’Connor (2007: 43);OConnor2007;43;30a;;give;1;PL;;;2;PL;;;3;SG;;
Oaxaca Chontal (Lowland);‘oy-ñi-’mɑ=yɑ’ lyi-pi’e;flat.arc-across-IPFV.SG=1S.AGT her-eggs;I will give (my hen) her eggs.;NCSA;NOM.NOM;O’Connor (2007: 207);OConnor2007;207;340;;give;1;SG;;;3;SG;;;3;PL;;NOM
Ojibwa (Central);n-gi:-mi:n-A: mzinhigɑn žɑ:bdi:s.;1-PAST-give-3.ANIM book John;I gave John a book.;NCSA;;Rhodes (1976: 139) via Dryer (1986: 812);Dryer1986;812;10;;give;1;SG;;;3;SG;;NOM;3;SG;;NOM
Palauan;A Droteo ɑ cholȩbȩdȩ-TȨRIR ɑ rȩ-ngalȩk.;DET D. DET hit-3PL. DET PL-Child;Droteo is going to hit the children.;Transitive;;Josephs (1975: 96, 374) via Dryer (1986: 816);Dryer1986;816;17a;;hit;3;SG;;;/;/;/;/;3;PL;;NOM
Palauan;Ak m-il-s-TȨRIR ɑ rȩ-sȩchȩl-ik ɑ hong. ;I VERB-PAST-give-3PL. DET PL-friend-my DET book.;I gave my friends a book.;NCSA;;Josephs (1975: 96, 374) via Dryer (1986: 816);Dryer1986;816;17b;;give;1;SG;;;3;PL;;NOM;3;SG;;NOM
Papana;Ben e=mɑ'ɑ=inɑ nɑ=iɑnɑ Jeff ɑuɑnɑ Ellen.;Ben 3SG.SBJ=give=3PL.OBJ SPEC[CLI]=fish Jeff 3DU Ellen;Ben gave the fish to Jeff and Ellen.;NCSA;;Smith-Dennis (2020: 236);Smith-Dennis2020;236;23;;give;3;SG;;;3;PL;;NOM;3;SG;;NOM
Pima Bajo;ɨg gogosi in-kɨik-im.;DET.SUJ perro 1SG.NSUJ-morder-CONT;El perro está mordiéndome.;Transitive;ACC.ACC;Estrada Fernández (2014: 193);EstradaFernández2014;193;15a;;morder/bite;3;SG;;;/;/;/;/;1;SG;;ACC
Pima Bajo;ɨg kav mɨm-kɨsk-av.;DET.SUJ caballo 2PL.NSUJ-patear.PFV-REIT;El caballo los pateó (a ustedes).;Transitive;Estrada Fernández (2014: 193–197);Estrada Fernández (2014: 194);EstradaFernández2014;194;15b;;patear/kick;3;SG;;;/;/;/;/;2;PL;;ACC
Pima Bajo;aap ɑ-mɨhir.;2SG.SUJ 3NNTR.NSUJ-quemar.PFV;Tú lo quemaste.;Transitive;;Estrada Fernández (2014: 194);EstradaFernández2014;194;15c;;quemar/burn down;2;SG;;;/;/;/;/;3;SG;;ACC
Pima Bajo;ɨg kɨl ɑm-a’ag-hag.;DET.SUJ hombre 2SG.NSUJ-hablar-PROS;El hombre te hablará.;Transitive;;Estrada Fernández (2014: 194);EstradaFernández2014;194;15d;;hablar/talk;3;SG;;;/;/;/;/;2;SG;;ACC
Pima Bajo;Huaan in-taan hɨmak vonom.;Juan 1SG.NSUJ-pedir.prestado.PFV un sombrero;Juan me pidió un sombrero.;NCSA;;Estrada Fernández (2014: 194);EstradaFernández2014;194;16a;;pedir/ask for;3;SG;;;1;SG;;ACC;3;SG;;ACC
Pima Bajo;Marii tɨmitim tit-maa.;María tortilla.PL 1PL.NSUJ-dar.PFV;María siempre nos da tortillas.;NCSA;;Estrada Fernández (2014: 194);EstradaFernández2014;194;16b;;dar/give;3;SG;;;1;PL;;ACC;3;PL;;
Pima Bajo;hɨgai ɑm-aagi ɨk nɨi.;3SG.SUJ 2SG.NSUJ-enseñar.IMPF DET.OBJ canción;Ella te enseña esta canción.;NCSA;;Estrada Fernández (2014: 194);EstradaFernández2014;194;16c;;enseñar/teach;3;SG;;;2;SG;;ACC;3;SG;;ACC
Pima Bajo;ɨg okosi vivar ɑm-ho’ir.;DET.SUJ mujer leche 2SG.NSUJ-ofrecer.PFV.APL;La mujer te ofreció leche.;NCSA;;Estrada Fernández (2014: 194);EstradaFernández2014;194;16d;;ofrecer/offer;3;SG;;;2;SG;;ACC;3;SG;;
Pima Bajo;am-ogar in-maa ɑɑpi.;2SG.NSUJ-padre 1SG.NSUJ-dar.PFV tú;Tu padre te dio a mí.;NCSA;;Estrada Fernández (2014: 195);EstradaFernández2014;195;18a;;dar/give;3;SG;;;1;SG;;ACC;2;SG;;
Pima Bajo;pail in-hoin ɑɑpi.;padre 1SG.NSUJ-casar.PFV tú;El padre (sacerdote) me ofreció a ti (como en casamiento).;NCIA;;Estrada Fernández (2014: 195);EstradaFernández2014;195;18b;;ofrecer/offer;3;SG;;;2;SG;;;1;SG;;ACC
Pima Bajo;Marii Huan ɑ-niar, ɨk kafee.;María Juan 3NNTR.NSUJ-comprar.PFV DET.OBJ café;María lo compró a Juan, el café.;NCSA;;Estrada Fernández (2014: 196);EstradaFernández2014;196;19b;;comprar/buy;3;SG;;;3;SG;;ACC;3;SG;;ACC
Pima Bajo;Marii kafee ɑ-niar.;María café 3NNTR.NSUJ-comprar.PFV;María le compró café.;NCSA;;Estrada Fernández (2014: 196);EstradaFernández2014;196;19c;;comprar/buy;3;SG;;;3;SG;;ACC;3;SG;;
Pima Bajo;aan in-im-vagmad ɨk servees.;1SG.SUJ 1SG.NSUJ-NEG-gustar.IMPF DET.NSUJ cerveza;No me gusta la cerveza.;Transitive;;Estrada Fernández (2014: 197);EstradaFernández2014;197;20;;gustar/like;3;SG;;;/;/;/;/;1;SG;;ACC
Pipil (Nawat);ki-maka-t se: konse:hoh.;him-give-PL an advice.;They gave him advice.;NCSA;Campbell (1985: 55–56, 109–110);Campbell (1985: 105);Campbell1985;105;5;(N-7);give;3;PL;;;3;SG;;;3;SG;;NOM
Pipil (Nawat);ni-k-maka-k chi:l.;I-her-give-PRET chili.;I gave her chili.;NCSA;NOM.NOM;Campbell (1985: 105);Campbell1985;105;8;(N-29);give;1;SG;;;3;SG;;;3;SG;;NOM
Pipil (Nawat);nech-ahkaw-ilih-ke-t tumin.;me-leave-APPLIC-PRET-PL money.;They left me (the) money.;NCSA;;Campbell (1985: 110);Campbell1985;110;1;Campbell (1985: 55–56, 109–110);leave;3;PL;;;1;SG;;;3;SG;;NOM
Pipil (Nawat);ni-yu ni-mitsin-maka se: pwestoh.;I—go I-you pl.-give a position.;I am going to give you (pl. ) a position.;NCSA;;Campbell (1985: 110);Campbell1985;110;2;(R-54);give;1;SG;;;2;PL;;;3;SG;;NOM
Pipil (Nawat);kin-maka-k pwestoh ne prínsipeh ne se:yuk pih-pi:pil-met.;them-give-PRET office the prince the other PL-boy-PL;The prince gave the other boys (a) position.;NCSA;;Campbell (1985: 103);Campbell1985;103;3;;give;3;SG;;NOM;3;PL;;NOM;3;SG;;NOM
Sentani;je-j-nə-mε;give-2SG.SBJ.COND-3SG.OBJ-2SG.SBJ.COND;shouldst thou give it to him;NCSA;Cowan (1965: 33, 57, 68, 70–71, 73);Cowan (1965: 33);Cowan1965;33;95;;give;2;SG;;;3;SG;;;3;SG;;
Sentani;je-w-də-be;give-3SG.SBJ.COND-1SG.OBJ-3SG.SBJ.COND;should he give it to me;NCSA;NOM.NOM;Cowan (1965: 33);Cowan1965;33;96;;give;3;SG;;;1;SG;;;3;SG;;
Tauya;ten- tu- e- ˀɑ;2p give 1/2 IND;I gave (it) to you (pl.);NCSA;GCS based on animacy? Both R and T can be relativised;MacDonald (1990: 93);MacDonald1990;93;25;;give;1;SG;;;2;PL;;;3;SG;;
Tauya;nen - tu - e - nɑ fɑnu;3p give 1/2 REL man;the men I gave (it) to;NCSA;;MacDonald (1990: 114);MacDonald1990;114;126;;give;1;SG;;;3;PL;;;3;SG;;
Tauya;nen - tu - e - mo wɑtɑmu;3p give 1/2 NOMIN thing;a thing to give them;NCSA;Nominalisation;MacDonald (1990: 115);MacDonald1990;115;132;;give;;;;;;;;;3;SG;;
Tauya;yɑ - {ni ERG} ø-tu - e- ˀɑ  ;1s {*ø ABS} 3s give 1/2 IND;I gave (it) to him;NCSA;ABS.ABS;MacDonald (1990: 121);MacDonald1990;121;152;;give;1;SG;;ERG;3;SG;;;3;SG;;
Tauya;fanu -{ni ERG} eˀi yɑ- fe - ɑ- ˀɑ;man {*ø ABS} make 1s TR 3s IND;The man made (it) for me;NCSA;;MacDonald (1990: 121);MacDonald1990;121;153;;make;3;SG;;ERG;1;SG;;;3;SG;;
Tauya;ɑwɑ yɑ - pi - sou ɑfe yɑ - pi - sou - ni me wɑtɑmu yɑ- tu - i - ˀɑ;father 1s GEN COM mother 1s GEN COM ERG DEM thing 1s give 3p IND;My father and mother gave me this thing;NCSA;;MacDonald (1990: 138);MacDonald1990;138;239;;give;3;PL;;ERG;1;SG;;;3;SG;;
Tauya;yɑte - pɑ- rɑ yɑ- ni ø-tu - ɑmu - ˀɑ;go SS TOP 1s ERG 3s give 1sFut IND;If I go, I'll give (it) to him;NCSA;;MacDonald (1990: 154);MacDonald1990;154;316;;give;1;SG;;ERG;3;SG;;;3;SG;;
Tauya;sen - tu - fe - pɑ yɑte - i - ˀɑ  ;1p give PERF ss go 3p IND;They gave (it) to us and left;NCSA;;MacDonald (1990: 172);MacDonald1990;172;411;;give;3;PL;;;1;PL;;;3;SG;;
Tauya;sen - tu - fe - i - te yɑte - ene - ˀɑ;1p give PERF 3p DS go 1/2p IND ;They gave (it) to us and we left;NCSA;;MacDonald (1990: 172);MacDonald1990;172;413;;give;3;PL;;;1;PL;;;3;SG;;
Tauya;yɑ - ni nen -tu - e - nɑ wɑte te - pɑ yɑte - i - ˀɑ;1s ERG 3p give 1/2 COMP NEG get SS go 3p IND;They didn't take what I gave to them;NCSA;;MacDonald (1990: 172);MacDonald1990;172;414;;give;1;SG;;ERG;3;PL;;;3;SG;;
Teop;me [pɑɑ hee ri] bono vɑhɑrɑ beiko bonɑ booboo.;and TAM give OBJ:3PL ART.PL little.PL child ART booboo;... and (he) gave the children the booboo-fish.;NCSA;;Mosel (2010: 488);Mosel2010;488;4;[Spriggs no date: 23];give;3;SG;;;3;PL;;NOM;3;SG;;NOM
Teop;A Teaching Service [nɑ hee u- nom-] ɑn to pension?;ART Teaching Service TAM give OBJ:2SG IMPF:2SG 2SG any pension;Does the teaching service give you any pension?;NCSA;;Mosel (2010: 488);Mosel2010;488;5;[Hoa. 1. no line number];give;3;SG;;;2;SG;;NOM;3;SG;;NOM
Tepehuan (Northern);plidʸGru iñ-gɨɨ́gt áánɨ;PN me-hit me;Peter hit me.;Transitive;;Bascom (1982: 274);Bascom1982;274;;;hit;3;SG;;;/;/;/;/;1;SG;;NOM
Tepehuan (Northern);áánɨ giñ-máá ɨ́gai ɨmó ɨ́ɨ́koli;me me-gave he one orange;He gave me an orange.;NCSA;NOM.NOM;Bascom (1982: 274);Bascom1982;274;;;give;3;SG;;;1;SG;;NOM;3;SG;;NOM
Tepehuan (Northern);ga-óótoš-dʸi áánɨ ɨmó takúku kaayá-mu;UNSPEC-sent-APPLIC I one chicken street-to;I sent a chicken to the village.;NCSA;;Bascom (1982: 287);Bascom1982;287;;;send;1;SG;;;3;SG;;NOM;3;SG;;NOM
Tepehuan (Northern);báí im-bɨ́í-dʸa go-so-sóna-karoi ;this way me-carryAPPLIC the-RDP-tap-INSTR REPET;Bring me the hammer!;NCSA;;Bascom (1982: 294);Bascom1982;294;;;bring (imperative);;;;;1;SG;;NOM;3;SG;;NOM
Tepehuan (Northern);giñ-máá ɨmó sɨɨlí-ka-mi;me-gave a straight-STAT-NR (position of authority);He gave me a position of authority.;NCSA;;Bascom (1982: 301);Bascom1982;301;;;give;3;SG;;;1;SG;;;3;SG;;NOM
Tepehuan (Northern);baigó im-bɨ́í-dʸa giñ-vanámo-baro;this way me-bring-APPLIC my-hat-used to be;Bring me the hat that used to be mine!;NCSA;;Bascom (1982: 307);Bascom1982;307;;;bring (imperative);;;;;1;SG;;;3;SG;;NOM
Tepehuan (Northern);giñ-maá piidʸúru gɨ-baví-ga;gave-me PN his/your-beans-POSSD;Peter gave me his/your own beans.;NCSA;;Bascom (1982: 313);Bascom1982;313;;;give;3;SG;;;1;SG;;;3;PL;;NOM
Tepehuan (Northern);maaká-ñi go-ááli ɨ́-ɨ́m-oko ɨ́ɨ́-koli;give-IMP the-children RDP/DISTR-one-(number of times) orange;Give the children one orange each.;NCSA;;Bascom (1982: 332);Bascom1982;332;;;give (imperative);;;;;3;PL;;NOM;3;SG;;NOM
Tepehuan (Northern);áánɨ gíá giñ-óígɨda-i giñ-áámu;I AFF me-love-PRES my-boss;My boss really loves me.;Transitive;;Bascom (1982: 350);Bascom1982;350;;;love;3;SG;;;/;/;/;/;1;SG;;NOM
Tepehuan (Northern);giñ-vúáápi-dʸa-ñi;me-bring-APPLIC-IMP;(You) bring it to me.;NCSA;;Bascom (1982: 358);Bascom1982;358;;;bring;2;;;;1;SG;;;3;SG;;
Tepehuan (Northern);áánɨ gíá giñ-óígɨda-i giñ-áámu [kákɨ kɨ́ɨ́ga giñ-óídʸi kúáádagai] [kákɨ gíɨ́ɨ];me AFF me-love-PRES my-master that's why well me-give food that's why fat;My master really loves me, that's why he gives me plenty of food, that's why I'm fat.;NCSA;;Bascom (1982: 383);Bascom1982;383;;;give;3;SG;;;1;SG;;;3;SG;;NOM
Tepehuan (Northern);daidʸɨ ɨ-toóši itʸɨtɨ́dai čóo iñ-óígɨda-ñi mai=tʸi giñ-úga;and the-rabbit said no me-love-IMP not=COMPL INDF me-eat;And the rabbit said: "No, forgive me, don't eat me.;Transitive;;Bascom (1982: 386);Bascom1982;386;;;eat (imperative);;;;;/;/;/;/;1;SG;;
Tigrinya;ʔɨt-i mämɨhɨrɨ tɨmali nɨ-ḥadä tämäharayɨ mäṣɨḥafɨ hib-u-wo.;DET-M.3SG teacher.Sg yesterday Obj-one.M student.M.SG book-Sg Perf.give-SM.M.3SG-OM[1].M.3SG;Yesterday the teacher gave a book a (certain) student.;NCSA;Alternates with NCIA, DOM sensitive to definiteness, Agr sensitive to discourse prominence (Nazareth 2007, 2011);Nazareth (2007: 6);Nazareth2007;6;4b;;give;3;SG;M;NOM;3;SG;M;ACC;3;SG;;NOM
Tigrinya;ʔɨt-i mämɨhɨrɨ n-ät-omɨ tämäharo mäṣɨḥafɨ-ti ʕadil-u-wom.;DET-M.3SG teacher.Sg OBJ-DET-M.3PL student.Pl book-Pl Perf.distribute-SM.M.3SG-OM[1].M.3PL;The teacher distributed books to the students.;NCSA;Nazareth (2007, 2011: 108–110, 119, 243);Nazareth (2007: 8);Nazareth2007;8;7a;;distribute;3;SG;M;NOM;3;PL;M;ACC;3;PL;;NOM
Tigrinya;ʔɨt-i mämɨhɨrɨ mäṣɨḥafɨ-ti n-ät-omɨ tämäharo ʕadil-u-wom.;DET-M.3SG teacher.Sg book-Pl OBJ-DET-M.3PL student.Pl Perf.distribute-SM.M.3SG-OM[1].M.3PL;The teacher distributed books to the students.;NCSA;ACC.ACC(NOM);Nazareth (2007: 8);Nazareth2007;8;7b;;distribute;3;SG;M;NOM;3;PL;M;ACC;3;PL;;NOM
Tigrinya;ʔɨt-i mämɨhɨrɨ n-ät-i mäṣɨḥafɨ-ti tämäharo ʕadil-u-wo.;DET-M.3SG teacher.Sg OBJ-DET-M.3SG book-Pl Obj-student.Pl Perf.distribute-SM.M.3SG-OM[1].M.3SG.;The teacher distributed the books to students.;NCIA;;Nazareth (2007: 9);Nazareth2007;9;8a;;distribute;3;SG;M;NOM;3;PL;;ACC;3;PL;M;ACC
Tigrinya;ʔɨt-i mämɨhɨrɨ n-ät-i mäṣɨḥafɨ-ti n-ät-omɨ tämäharo ʕadil-u-wom.;DET-M.3SG teacher.Sg OBJ-DET-M.3SG book-Pl OBJ-DET-M.3PL student.Pl Perf.distribute-SM.M.3SG-OM[1].M.3PL;The teacher distributed the books to the students.;NCSA;;Nazareth (2007: 9);Nazareth2007;9;9a;;distribute;3;SG;M;NOM;3;PL;M;ACC;3;PL;M;ACC
Tigrinya;ʔɨt-i mämɨhɨrɨ n-ät-i mäṣɨḥafɨ-ti n-ät-omɨ tämäharo ʕadil-u-wo.;DET-M.3SG teacher.Sg OBJ-DET-M.3SG book-Pl OBJ-DET-M.3PL student.Pl Perf.distribute-SM.M.3SG-OM[1].M.3SG;The teacher distributed the books to the students.;NCIA;;Nazareth (2007: 9);Nazareth2007;9;9b;;distribute;3;SG;M;NOM;3;PL;M;ACC;3;PL;M;ACC
Tigrinya;yonas n-ät-i gänzäb n-dɨk̠a-tat hib-u-wo;Yonas.M OBJ-DET-M.3SG money to-poor-Pl PerfS.give-SM.M.3SG-OM[1].M.3SG;Yonas gave the money to (the) poor.;NCIA;Alternates with NCIA, DOM sensitive to definiteness, Agr sensitive to discourse prominence (S.110 (123)) (Nazareth 2007, 2011);Nazareth (2011: 108);Nazareth2011;108;120b;;give;3;SG;M;NOM;3;PL;;NOM;3;SG;M;ACC
Tigrinya;yonas n-ät-om dɨk̠a-tat gänzäb hib-u-wom ;Yonas.M OBJ-DET-M.3PL poor-Pl money PerfS.give-SM.M.3SG-OM[1].M.3PL ;Yonas gave money to the poor people.;NCSA;;Nazareth (2011: 108);Nazareth2011;108;120c;;give;3;SG;M;NOM;3;PL;M;ACC;3;SG;;NOM
Tigrinya;yonas n-ät-i gänzäb n-ät-om dɨk̠a-tat hib-u-wom;Yonas.M OBJ-DET-M.3SG money OBJ-DET-M.3PL poor-Pl PerfS.give-SM.M.3SG-OM[1].M.3PL;Yonas gave the money to the poor people.;NCSA;;Nazareth (2011: 108);Nazareth2011;108;120d;;give;3;SG;M;NOM;3;PL;M;ACC;3;SG;M;ACC
Tigrinya;yonas n-ät-om dɨk̠a-tat ʔɨntay hib-u-wom;Yonas.M OBJ-DET-M.3PL poor-Pl what PerfS.give-SM.M.3SG-OM[1]M.3PL;What did Yonas give to the poor?;NCSA;;Nazareth (2011: 109);Nazareth2011;109;121a;;give;3;SG;M;NOM;3;PL;M;ACC;3;SG;;NOM
Tigrinya;gänzäb hib-u-wom;money.Sg PerfS.give-SM.M.3SG-OM[1].M.3PL ;He gave them money.;NCSA;;Nazareth (2011: 109);Nazareth2011;109;121b;;give;3;SG;M;;3;PL;M;;3;SG;;NOM
Tigrinya;yonas n-ät-i gänzäb n-män hib-u-wo;Yonas.M OBJ-DET-M.3SG money.Sg to-who PerfS.give-SM.M.3SG-OM[1].M.3SG;To whom did Yonas give the money?;NCIA;;Nazareth (2011: 109);Nazareth2011;109;122a;;give;3;SG;M;NOM;3;SG;;;3;SG;M;ACC
Tigrinya;n-dɨk̠a-tat hib-u-wo ;to-poor-Pl PerfS.give-SM.M.3SG-OM[1].M.3SG ;Yonas gave the money to the poor.;NCIA;;Nazareth (2011: 110);Nazareth2011;110;122b;;give;3;SG;M;;3;PL;;NOM;3;SG;M;
Tigrinya;ʔɨt-i mämhɨr n-ät-än tämähar-o mäṣḥaf-ti ʕadil-u-wän;DET-M.3SG teacher.Sg OBJ-DET-F.3PL student-Pl book-Pl PerfS.distribute-SM.M.3SG-OM[1].F.3PL ;The teacher distributed books to the (female) students.;NCSA;;Nazareth (2011: 119);Nazareth2011;119;129b;;distribute;3;SG;M;NOM;3;PL;F;ACC;3;PL;;NOM
Tigrinya;ʔɨt-i säbʔay n-ä-tom säraḥtäña-tat dämoz-om käfil-u-wom;DET-M.3SG man.Sg OBJ-DET-M.3PL worker-Pl salary-POSS.M.3PL PerfS.paySM.F.3SG-OM[1].M.3PL;The man paid the workers their salary.;NCSA;;Nazareth (2011: 119);Nazareth2011;119;129c;;pay;3;SG;M;NOM;3;PL;M;ACC;3;SG;;NOM
Tigrinya;ʔɨt-i ḥarästay n-ät-än käbti saʕri hib-u-wän;DET-M.3SG farmer.Sg OBJ-DET-F.3PL cattle grass PerfS.give-SM.M.3SG-OM[1].F.3PL;The farmer gave the cattle grass.;NCSA;;Nazareth (2011: 243);Nazareth2011;243;241;;give;3;SG;M;NOM;3;PL;F;ACC;3;SG;;NOM
Tigrinya;ʔɨt-a lam n-ät-i bɨʕray rɨʔy-a-to.;DET-F.3SG cow.F.SG OBJ-DET-M.3SG bull.M.SG perfS.see-SM.F.3SG-OM[1].M.3SG;The cow saw the bull.;Transitive;;Nazareth (2011: 306-307);Nazareth2011;306-307;299;;see;3;SG;F;NOM;/;/;/;/;3;SG;M;ACC
Tigrinya;Yonas nɨ-gʷal-u nɨ-wdi ʕark-u hib-u-wa;Yonas.M OBJ-daughter-POSS.3SG.M OBJ-son friend-POSS.3SG.M PFV.SMPL.give.3SG.M-3SG.F.OBJ;Yonas gave his daugher to his friend’s son.;NCIA;;Nazareth (2011: 325);Nazareth2011;325;313;;give;3;SG;M;NOM;3;SG;M;ACC;3;SG;F;ACC
Tiwi;ngi - rri - min - jakurluwunyi;I-PST-you.SG-see;I saw you;Transitive;TT=Traditional Tiwi NOM.NOM;Lee (1983: 240);Lee1983;240;4-7a;;see;1;SG;;;/;/;/;/;2;SG;;NOM
Tiwi;ngi - rri - pakurluwunyi;I-PST:him-see ;I saw him;Transitive;TT Lee (1983: 119, 230, 235–237);Lee (1983: 240);Lee1983;240;4-7b;;see;1;SG;;;/;/;/;/;3;SG;;NOM
Tiwi;ngi - nti - pakurluwunyi;I-PST:her-see ;I saw her;Transitive;TT;Lee (1983: 240);Lee1983;240;4-7c;;see;1;SG;;;/;/;/;/;3;SG;;NOM
Tiwi;ngi-rri-pakurluwunyi kirijini;I-PST:him-see boy;I saw a boy;Transitive;TT, doubling object agreement;Lee (1983: 249);Lee1983;249;4-17a;;see;1;SG;;;/;/;/;/;3;SG;M;NOM
Tiwi;ngi-nti-pakurluwunyi kirijinga;I-PST:her-see girl;I saw a girl;Transitive;TT, doubling object agreement;Lee (1983: 249);Lee1983;249;4-17a;;see;1;SG;;;/;/;/;/;3;SG;F;NOM
Tiwi;lukim yi - {rri/ri} - mi yitha;see I-{PST/RI}-DO you.SG;I saw you;Transitive;MT= Modern Tiwi (in MT the direct object is no longer marked on the verb);Lee (1983: 240);Lee1983;240;4-8a;;see;1;SG;;;/;/;/;/;2;SG;;
Tiwi;yi - mi - kirimi ;he:PST-me.IO-make;He made it for me;NCSA;TT;Lee (1983: 241);Lee1983;241;4-9a;;make;3;SG;;;1;SG;;NOM;3;SG;;
Tiwi;yi - mirri - kirimi ;he:PST-her.IO-make;He made it for her;NCSA;TT;Lee (1983: 241);Lee1983;241;4-9b;;make;3;SG;;;3;SG;;NOM;3;SG;;
Tiwi;yi - min - tati - rrakirayi ;he:PST-me.DO-axe-give;He gave me an axe.;NCSA;TT, involves incorporation, possibly transitive rather than ditransitive;Lee (1983: 257);Lee1983;257;4-28b;(9.31-RA);give;3;SG;;;1;SG;;NOM;3;SG;;NOM
Tiwi;karluwu yi - ma - ngan - takirayi kuwinawini;not he.PST-SBJV-us.DO-give money;He won't give us any money;NCSA;TT;Lee (1983: 287);Lee1983;287;4-61b;(GBQ2.10-DK);give;3;SG;;;1;PL;;NOM;3;SG;;NOM
Tiwi;yinkiti nga - ma - wun - ta - yakirayi;food we.INCL-SBJV-them-EMPH-give;We should give them food;NCSA;TT;Lee (1983: 315);Lee1983;315;4-100a;(TNg4.f.3);give;1;PL;;;3;PL;;NOM;3;SG;;NOM
Tiwi;karluwu yi - ma - ngan - ta - yakirayi kuwinawinini;not he.PST-SBJV-us.DO-EMPH-give money(M);He won't give us money;NCSA;TT;Lee (1983: 315);Lee1983;315;4-100c;(GBQ2.10-DK);give;3;SG;;;1;PL;;NOM;3;SG;;NOM
Tiwi;(ngini nyi - ma - ti - min - ta - yakirayi wurrukoti), api ngu - ma - rri - min(y) - jati - rrakirayi yikoni;if you.SG-SBJV-IRREAL:F-me.DO-EMPH-give money(f) then I-SBJV-IRREAL(M)-you.SG-wood-give fire;(If you had given me money) then I would have given you firewood;NCSA;TT;Lee (1983: 315);Lee1983;315;4-101a;(MGD);give;1;SG;;;2;SG;;NOM;3;SG;;NOM
Turkana;kɑ̀-ɪ̀nɔ̀k-ɑk(ɪ̀) ŋesì ɑyɔŋ` ɑkɪ̀m(ɪ);3>1-light-DAT 3SG:NOM 1SG:ABS fire:ABS;s/he has lighted a fire for me;NCSA;Dimmendaal (1982: 124, 2009: 2–3, 6);Dimmendaal (2009: 2);Dimmendaal2009;2;2;;light;3;SG;;NOM;1;SG;;ABS;3;SG;;ABS
Turkana;kɑ̀-rɑ̀m-ɪ` ŋesì ɑyɔŋ`;3>1-hit-AS 3SG:NOM 1SG:ABS;s/he hit me;Transitive;NOM.ABS;Dimmendaal (2009: 3);Dimmendaal2009;3;4;;hit;3;SG;;NOM;/;/;/;/;1;SG;;ABS
Turkana;kɛlɪ̀pɪ` ŋesì ɑyɔŋ` ŋɑkipi;3>1.beg 3SG:NOM 1SG:ABS water:ABS;s/he asked me for water;NCSA;;Dimmendaal (2009: 3);Dimmendaal2009;3;5;;ask;3;SG;;NOM;1;SG;;ABS;3;SG?;;ABS
Turkana;kɑ̀-ɪ̀n-ɑk(ɪ̀) ŋesì ɑyɔŋ` ŋɑkipi;3>1-give-DAT 3SG:NOM 1SG:ABS water:ABS;s/he has given me water;NCSA;;Dimmendaal (2009: 3);Dimmendaal2009;3;6;;give;3;SG;;NOM;1;SG;;ABS;3;SG?;;ABS
Turkana;ɑ̀-sɑk-ɪ̀ tɔ̀kɔ̀nɑ` kɪ̀-ɪ̀̀n-ɑk(ɪ̀) ɑkòwɯ̀ ɑ̀ nɑ-tubwɑ`;1SG-want-AS now 2>1-give-DAT head:ABS PREP LOC:F-plate;I want you to give/present me the head on a plate;NCSA;;Dimmendaal (2009: 6);Dimmendaal2009;6;22;;give/present;2;;;;1;SG;;;3;SG;;ABS
Tzotzil;Vinik-ON.;man-ABS.1SG.;I am a man.;Intransitive;ABS.ABS;Aissen (1983: 277, 280) via Dryer (1986: 818);Dryer1986;818;26a;;be;1;SG;;ABS;/;/;/;/;/;/;/;/
Tzotzil;Mi č-ɑ-mɑh-ON.;Q ASP-ERG.2SG.-hit-ABs.1SG.;Are you going to hit me?;Transitive;;Aissen (1983: 277, 280) via Dryer (1986: 818);Dryer1986;818;26b;;hit;2;SG;;ERG;/;/;/;/;1;SG;;ABS
Tzotzil;Mi mu š-ɑ-čon-b-ON l-ɑ-čitome.;Q NEG ASP-ERG.2SG.-sell-BEN-ABS.1SG. the-your-pig;Won't you sell me your pigs?;NCSA;;Aissen (1983: 277, 280) via Dryer (1986: 818);Dryer1986;818;26c;;sell;2;SG;;ERG;1;SG;;ABS;3;PL;;ABS
Wambaya;Didimɑ ngiyi-ng-ɑ mɑrrɑnya. ;tell 3SG.NM.A-1O-NF yarn.IV(ACC);She told me a yarn.;NCSA;;Nordlinger (1998: 137);Nordlinger1998;137;(5-1);;tell;3;SG;;;1;SG;;;3;SG;;ACC
Wambaya;Jiyɑwu ngi-ny-ɑ dɑnyɑ. ;give 1SG.A-2O-NF clothes.IV(ACC) ;I gave you clothes.;NCSA;189;Nordlinger (1998: 137);Nordlinger1998;137;(5-2);;give;1;SG;;;2;SG;;;3;PL;;ACC
Wambaya;Ngɑjbi ngi-ny-ɑ.;see 1SG.A-2O-NF;I saw you.;Transitive;;Nordlinger (1998: 138);Nordlinger1998;138;(5-8);;see;1;SG;;;/;/;/;/;2;SG;;
